gene_id,gene_name
ENSG00000218891.5,ZNF579
ENSG00000219073.8,CELA3B
ENSG00000219200.12,RNASEK
ENSG00000219435.6,CATSPERZ
ENSG00000219438.9,TAFA5
ENSG00000219481.10,NBPF1
ENSG00000219545.11,UMAD1
ENSG00000219607.4,PPP1R3G
ENSG00000219626.9,FAM228B
ENSG00000220008.3,LINGO3
ENSG00000220201.7,ZGLP1
ENSG00000220205.9,VAMP2
ENSG00000220948.5,TRIM51GP
ENSG00000221813.4,OR6B1
ENSG00000221818.9,EBF2
ENSG00000221821.4,C6orf226
ENSG00000221823.11,PPP3R1
ENSG00000221826.10,PSG3
ENSG00000221829.10,FANCG
ENSG00000221836.3,OR2A5
ENSG00000221837.6,KRTAP10-9
ENSG00000221838.10,AP4M1
ENSG00000221840.4,OR4A5
ENSG00000221843.4,C2orf16
ENSG00000221852.5,KRTAP1-5
ENSG00000221855.1,TAS2R41
ENSG00000221858.3,OR2A12
ENSG00000221859.2,KRTAP10-10
ENSG00000221864.4,KRTAP12-2
ENSG00000221866.9,PLXNA4
ENSG00000221867.9,MAGEA3
ENSG00000221869.5,CEBPD
ENSG00000221874.4,ZNF816-ZNF321P
ENSG00000221878.13,PSG7
ENSG00000221880.4,KRTAP1-3
ENSG00000221882.3,OR3A2
ENSG00000221886.4,ZBED8
ENSG00000221887.6,HMSD
ENSG00000221888.4,OR1C1
ENSG00000221890.6,NPTXR
ENSG00000221900.6,POM121L12
ENSG00000221909.3,FAM200A
ENSG00000221910.2,OR2F2
ENSG00000221914.11,PPP2R2A
ENSG00000221916.4,C19orf73
ENSG00000221923.9,ZNF880
ENSG00000221926.13,TRIM16
ENSG00000221931.2,OR6X1
ENSG00000221932.6,HEPN1
ENSG00000221933.3,OR2A25
ENSG00000221937.4,TAS2R40
ENSG00000221938.5,OR2A14
ENSG00000221944.9,TIGD1
ENSG00000221946.8,FXYD7
ENSG00000221947.8,XKR9
ENSG00000221954.2,OR4C12
ENSG00000221955.11,SLC12A8
ENSG00000221963.6,APOL6
ENSG00000221968.9,FADS3
ENSG00000221970.2,OR2A1
ENSG00000221977.2,OR4E2
ENSG00000221978.12,CCNL2
ENSG00000221983.8,UBA52
ENSG00000221986.7,MYBPHL
ENSG00000221988.13,PPT2
ENSG00000221989.2,OR2A2
ENSG00000221994.12,ZNF630
ENSG00000221995.5,TIAF1
ENSG00000221996.6,OR52B4
ENSG00000222009.8,BTBD19
ENSG00000222011.9,FAM185A
ENSG00000222014.6,RAB6C
ENSG00000222018.2,FAM243A
ENSG00000222028.5,PSMB11
ENSG00000222036.8,POTEM
ENSG00000222038.4,POTEJ
ENSG00000222046.2,DCDC2B
ENSG00000223417.8,TRIM49D1
ENSG00000223443.2,USP17L2
ENSG00000223496.3,EXOSC6
ENSG00000223501.9,VPS52
ENSG00000223510.7,CDRT15
ENSG00000223547.10,ZNF844
ENSG00000223569.8,USP17L15
ENSG00000223572.10,CKMT1A
ENSG00000223573.7,TINCR
ENSG00000223591.5,CENPVL1
ENSG00000223601.2,EBLN1
ENSG00000223609.11,HBD
ENSG00000223611.6,SUPT20HL2
ENSG00000223614.5,ZNF735
ENSG00000223638.3,RFPL4A
ENSG00000223658.8,C1GALT1C1L
ENSG00000223731.3,SUPT20HL1
ENSG00000223802.8,CERS1
ENSG00000223865.11,HLA-DPB1
ENSG00000223953.6,C1QTNF5
ENSG00000224051.7,CPTP
ENSG00000224089.3,CT47A10
ENSG00000224107.5,ETDB
ENSG00000224109.3,CENPVL3
ENSG00000224383.8,PRR29
ENSG00000224389.9,C4B
ENSG00000224420.3,ADM5
ENSG00000224440.1,CXorf51A
ENSG00000224470.8,ATXN1L
ENSG00000224531.6,SMIM13
ENSG00000224578.5,HNRNPA1P48
ENSG00000224586.7,GPX5
ENSG00000224659.2,GAGE12J
ENSG00000224712.12,NPIPA3
ENSG00000224877.4,NDUFAF8
ENSG00000224902.5,GAGE12H
ENSG00000224916.9,APOC4-APOC2
ENSG00000224940.9,PRRT4
ENSG00000224960.5,PPP4R3C
ENSG00000224982.4,TMEM233
ENSG00000225110.3,PNMA6F
ENSG00000225180.8,PVALEF
ENSG00000225190.11,PLEKHM1
ENSG00000225327.3,USP17L3
ENSG00000225396.5,FAM236D
ENSG00000225526.5,MKRN2OS
ENSG00000225528.3,Z82206.1
ENSG00000225556.1,C2CD4D
ENSG00000225614.4,ZNF469
ENSG00000225663.8,MCRIP1
ENSG00000225697.13,SLC26A6
ENSG00000225781.1,OR6V1
ENSG00000225805.4,DEFB131B
ENSG00000225828.1,FAM229A
ENSG00000225830.15,ERCC6
ENSG00000225899.8,FRG2B
ENSG00000225921.7,NOL7
ENSG00000225932.3,CTAGE4
ENSG00000225950.8,NTF4
ENSG00000225968.7,ELFN1
ENSG00000225973.4,PIGBOS1
ENSG00000226023.6,CT47A6
ENSG00000226124.8,FTCDNL1
ENSG00000226174.7,TEX22
ENSG00000226288.2,OR52I2
ENSG00000226321.5,CROCC2
ENSG00000226372.4,DCAF8L1
ENSG00000226430.7,USP17L7
ENSG00000226479.4,TMEM185B
ENSG00000226490.2,AC138647.1
ENSG00000226600.3,CT47A9
ENSG00000226650.6,KIF4B
ENSG00000226685.4,CT47A12
ENSG00000226690.8,AC013470.2
ENSG00000226742.4,HSBP1L1
ENSG00000226761.3,TAS2R46
ENSG00000226763.5,SRRM5
ENSG00000226784.3,PGAM4
ENSG00000226792.7,C13orf42
ENSG00000226887.8,ERVMER34-1
ENSG00000226929.3,CT47A11
ENSG00000226941.8,RBMY1J
ENSG00000226979.9,LTA
ENSG00000227051.7,C14orf132
ENSG00000227057.10,WDR46
ENSG00000227059.7,ANHX
ENSG00000227124.11,ZNF717
ENSG00000227140.3,USP17L5
ENSG00000227151.4,PRR20D
ENSG00000227234.2,SPANXB1
ENSG00000227268.5,KLLN
ENSG00000227345.8,PARG
ENSG00000227471.9,AKR1B15
ENSG00000227488.2,GAGE12D
ENSG00000227500.10,SCAMP4
ENSG00000227507.3,LTB
ENSG00000227551.1,USP17L12
ENSG00000227729.5,RD3L
ENSG00000227868.6,TEX46
ENSG00000227877.7,MRLN
ENSG00000228049.7,POLR2J2
ENSG00000228075.5,BOD1L2
ENSG00000228083.3,IFNA14
ENSG00000228144.2,AC078927.1
ENSG00000228198.3,OR2M3
ENSG00000228253.1,MT-ATP8
ENSG00000228278.5,ORM2
ENSG00000228300.14,FAM174C
ENSG00000228474.6,OST4
ENSG00000228486.10,C2orf92
ENSG00000228517.3,CT47A7
ENSG00000228567.3,VN1R4
ENSG00000228570.7,NUTM2E
ENSG00000228594.4,FNDC10
ENSG00000228607.2,CLDN25
ENSG00000228672.4,PROB1
ENSG00000228696.10,ARL17B
ENSG00000228716.7,DHFR
ENSG00000228727.9,SAPCD1
ENSG00000228836.8,CT45A5
ENSG00000228856.3,USP17L30
ENSG00000228927.10,TSPY3
ENSG00000229117.9,RPL41
ENSG00000229183.8,PGA4
ENSG00000229292.2,RFPL4AL1
ENSG00000229314.5,ORM1
ENSG00000229453.2,SPINK8
ENSG00000229474.7,PATL2
ENSG00000229544.9,NKX1-2
ENSG00000229549.9,TSPY8
ENSG00000229571.7,PRAMEF25
ENSG00000229579.5,USP17L26
ENSG00000229637.4,PRAC2
ENSG00000229665.8,PRR20C
ENSG00000229674.2,H2AL1RP
ENSG00000229676.3,ZNF492
ENSG00000229809.8,ZNF688
ENSG00000229833.10,PET100
ENSG00000229859.10,PGA3
ENSG00000229894.4,GK3P
ENSG00000229924.3,FAM90A26
ENSG00000229937.9,PRPS1L1
ENSG00000229972.8,IQCF3
ENSG00000230031.10,POTEB2
ENSG00000230054.3,TEX53
ENSG00000230062.5,ANKRD66
ENSG00000230124.8,ACBD6
ENSG00000230178.1,OR4F3
ENSG00000230268.3,SSU72P8
ENSG00000230301.6,OR5H6
ENSG00000230347.5,CT47A8
ENSG00000230358.4,SPDYE21
ENSG00000230430.5,USP17L25
ENSG00000230453.9,ANKRD18B
ENSG00000230522.5,MBD3L2
ENSG00000230549.3,USP17L1
ENSG00000230561.4,CCDC192
ENSG00000230594.3,CT47A4
ENSG00000230601.7,TEX48
ENSG00000230626.4,AC011005.1
ENSG00000230657.8,PRB4
ENSG00000230667.6,SETSIP
ENSG00000230778.1,ANKRD63
ENSG00000230797.3,YY2
ENSG00000230873.9,STMND1
ENSG00000230989.7,HSBP1
ENSG00000231051.3,USP17L28
ENSG00000231068.1,KRTAP21-3
ENSG00000231192.2,OR5H1
ENSG00000231213.6,PLSCR5
ENSG00000231256.8,CFAP97D1
ENSG00000231274.5,SBK3
ENSG00000231389.7,HLA-DPA1
ENSG00000231396.3,USP17L10
ENSG00000231500.7,RPS18
ENSG00000231637.3,USP17L29
ENSG00000231738.11,TSPAN19
ENSG00000231767.4,RPS27AP5
ENSG00000231824.4,AKAIN1
ENSG00000231852.9,CYP21A2
ENSG00000231861.2,OR5K2
ENSG00000231887.7,PRH1
ENSG00000231924.10,PSG1
ENSG00000231925.12,TAPBP
ENSG00000231989.5,PPP1R2B
ENSG00000232030.3,MAGEB6B
ENSG00000232040.4,ZBED9
ENSG00000232070.9,TMEM253
ENSG00000232112.3,TMA7
ENSG00000232113.3,TEX50
ENSG00000232119.8,MCTS1
ENSG00000232125.5,DYTN
ENSG00000232196.4,MTRNR2L4
ENSG00000232237.3,ASCL5
ENSG00000232258.6,TMEM114
ENSG00000232263.1,KRTAP25-1
ENSG00000232264.5,USP17L24
ENSG00000232268.6,OR52I1
ENSG00000232382.2,OR5K1
ENSG00000232388.5,SMIM26
ENSG00000232399.4,USP17L13
ENSG00000232423.6,PRAMEF6
ENSG00000232434.2,AJM1
ENSG00000232593.7,KANTR
ENSG00000232629.9,HLA-DQB2
ENSG00000232653.8,GOLGA8N
ENSG00000232810.4,TNF
ENSG00000232838.4,PET117
ENSG00000232859.10,LYRM9
ENSG00000232948.1,DEFB130A
ENSG00000233024.7,NPIPA9
ENSG00000233041.8,PHGR1
ENSG00000233050.1,DEFB130B
ENSG00000233056.3,ERVH48-1
ENSG00000233087.7,RAB6D
ENSG00000233136.3,USP17L11
ENSG00000233198.4,RNF224
ENSG00000233232.7,NPIPB7
ENSG00000233276.7,GPX1
ENSG00000233412.5,OR5H15
ENSG00000233436.7,BTBD18
ENSG00000233493.4,TMEM238
ENSG00000233608.4,TWIST2
ENSG00000233670.7,PIRT
ENSG00000233701.3,PRR23C
ENSG00000233757.6,AC092835.1
ENSG00000233802.8,TRIM49D2
ENSG00000233803.9,TSPY4
ENSG00000233816.3,IFNA13
ENSG00000233822.4,H2BC15
ENSG00000233917.9,POTEB
ENSG00000233927.5,RPS28
ENSG00000233932.6,CTXN2
ENSG00000233954.6,UQCRHL
ENSG00000234068.7,PAGE2
ENSG00000234127.9,TRIM26
ENSG00000234186.4,C16orf82
ENSG00000234224.3,TMEM229A
ENSG00000234278.3,PRR20E
ENSG00000234284.7,ZNF879
ENSG00000234289.6,H2BS1
ENSG00000234409.7,CCDC188
ENSG00000234414.7,RBMY1A1
ENSG00000234438.5,KBTBD13
ENSG00000234444.10,ZNF736
ENSG00000234465.11,PINLYP
ENSG00000234469.4,CLDN34
ENSG00000234511.10,C5orf58
ENSG00000234545.8,FAM133B
ENSG00000234560.4,OR10G8
ENSG00000234602.9,MCIDAS
ENSG00000234616.9,JRK
ENSG00000234719.9,NPIPB2
ENSG00000234745.12,HLA-B
ENSG00000234776.5,C11orf94
ENSG00000234828.9,IQCM
ENSG00000234829.4,IFNA17
ENSG00000234857.2,HNRNPUL2-BSCL2
ENSG00000234906.11,APOC2
ENSG00000234965.2,SHISA8
ENSG00000235007.3,AL158151.3
ENSG00000235034.7,C19orf81
ENSG00000235098.8,ANKRD65
ENSG00000235106.10,BRD3OS
ENSG00000235109.7,ZSCAN31
ENSG00000235118.8,FAM237A
ENSG00000235162.9,C12orf75
ENSG00000235169.11,SMIM1
ENSG00000235173.7,HGH1
ENSG00000235194.9,PPP1R3E
ENSG00000235268.2,KDM4E
ENSG00000235272.2,RAMACL
ENSG00000235376.5,RPEL1
ENSG00000235387.5,SPAAR
ENSG00000235453.10,SMIM27
ENSG00000235568.7,NFAM1
ENSG00000235608.2,NKX1-1
ENSG00000235631.2,RNF148
ENSG00000235699.3,CXorf51B
ENSG00000235711.4,ANKRD34C
ENSG00000235718.9,MFRP
ENSG00000235750.10,KIAA0040
ENSG00000235780.3,USP17L27
ENSG00000235863.4,B3GALT4
ENSG00000235942.3,LCE6A
ENSG00000235961.6,PNMA6A
ENSG00000236027.3,PATE3
ENSG00000236032.3,OR5H14
ENSG00000236104.3,ZBTB22
ENSG00000236125.3,USP17L4
ENSG00000236126.3,CT47A3
ENSG00000236279.7,CLEC2L
ENSG00000236287.8,ZBED5
ENSG00000236320.4,SLFN14
ENSG00000236334.3,PPIAL4G
ENSG00000236362.8,GAGE12F
ENSG00000236371.5,CT47A1
ENSG00000236383.8,CCDC200
ENSG00000236396.8,SLC35G4
ENSG00000236398.2,TAS2R39
ENSG00000236424.7,TSPY10
ENSG00000236444.5,UBE2L5
ENSG00000236446.3,CT47B1
ENSG00000236543.3,AL354761.1
ENSG00000236609.4,ZNF853
ENSG00000236637.4,IFNA4
ENSG00000236699.9,ARHGEF38
ENSG00000236737.1,GAGE12B
ENSG00000236761.6,CTAGE9
ENSG00000236782.7,AL391650.1
ENSG00000236980.10,C3orf84
ENSG00000236981.1,OR10G9
ENSG00000237038.5,USP17L8
ENSG00000237110.2,TAAR9
ENSG00000237136.8,C4orf51
ENSG00000237172.4,B3GNT9
ENSG00000237190.4,CDKN2AIPNL
ENSG00000237247.6,MBD3L5
ENSG00000237289.10,CKMT1B
ENSG00000237330.3,RNF223
ENSG00000237353.7,PATE4
ENSG00000237378.3,AL445989.1
ENSG00000237388.2,OR4A47
ENSG00000237412.7,PRSS56
ENSG00000237440.9,ZNF737
ENSG00000237441.10,RGL2
ENSG00000237452.3,BHMG1
ENSG00000237489.5,C10orf143
ENSG00000237515.9,SHISA9
ENSG00000237521.3,OR7E24
ENSG00000237524.10,TEX51
ENSG00000237541.4,HLA-DQA2
ENSG00000237649.8,KIFC1
ENSG00000237651.6,C2orf74
ENSG00000237671.3,GAGE12C
ENSG00000237693.4,IRGM
ENSG00000237700.2,PRAMEF33
ENSG00000237763.9,AMY1A
ENSG00000237765.8,FAM200B
ENSG00000237957.6,CT47A5
ENSG00000237988.5,OR2I1P
ENSG00000238074.5,TSPY9P
ENSG00000238083.8,LRRC37A2
ENSG00000238205.3,MPC1L
ENSG00000238210.4,ETDA
ENSG00000238227.8,TMEM250
ENSG00000238243.3,OR2W3
ENSG00000238269.9,PAGE2B
ENSG00000239264.9,TXNDC5
ENSG00000239282.8,CASTOR1
ENSG00000239305.7,RNF103
ENSG00000239306.5,RBM14
ENSG00000239382.10,ALKBH6
ENSG00000239388.9,ASB14
ENSG00000239389.8,PCDHA13
ENSG00000239395.2,AC118470.1
ENSG00000239474.7,KLHL41
ENSG00000239590.1,OR1J4
ENSG00000239605.11,STPG4
ENSG00000239620.3,PRR20G
ENSG00000239642.6,MEIKIN
ENSG00000239672.8,NME1
ENSG00000239697.11,TNFSF12
ENSG00000239704.11,CDRT4
ENSG00000239713.9,APOBEC3G
ENSG00000239732.3,TLR9
ENSG00000239779.7,WBP1
ENSG00000239789.6,MRPS17
ENSG00000239810.3,PRAMEF11
ENSG00000239839.7,DEFA3
ENSG00000239857.7,GET4
ENSG00000239886.5,KRTAP9-2
ENSG00000239887.6,C1orf226
ENSG00000239900.13,ADSL
ENSG00000239920.2,AC104389.5
ENSG00000239961.3,LILRA4
ENSG00000239998.6,LILRA2
ENSG00000240021.10,TEX35
ENSG00000240038.6,AMY2B
ENSG00000240045.2,STRIT1
ENSG00000240053.8,LY6G5B
ENSG00000240065.8,PSMB9
ENSG00000240184.7,PCDHGC3
ENSG00000240204.3,SMKR1
ENSG00000240224.1,UGT1A5
ENSG00000240230.6,COX19
ENSG00000240247.7,DEFA1B
ENSG00000240303.8,ACAD11
ENSG00000240344.9,PPIL3
ENSG00000240386.3,LCE1F
ENSG00000240403.5,KIR3DL2
ENSG00000240432.3,KRTAP13-3
ENSG00000240445.6,FOXO3B
ENSG00000240505.9,TNFRSF13B
ENSG00000240542.4,KRTAP9-1
ENSG00000240563.2,L1TD1
ENSG00000240583.13,AQP1
ENSG00000240654.6,C1QTNF9
ENSG00000240682.10,ISY1
ENSG00000240694.9,PNMA2
ENSG00000240720.9,LRRD1
ENSG00000240747.8,KRBOX1
ENSG00000240764.4,PCDHGC5
ENSG00000240771.8,ARHGEF25
ENSG00000240849.11,PEDS1
ENSG00000240857.2,RDH14
ENSG00000240871.5,KRTAP4-7
ENSG00000240891.8,PLCXD2
ENSG00000240972.2,MIF
ENSG00000241058.4,NSUN6
ENSG00000241106.8,HLA-DOB
ENSG00000241119.2,UGT1A9
ENSG00000241123.1,KRTAP10-5
ENSG00000241127.8,YAE1
ENSG00000241128.2,OR14A2
ENSG00000241149.3,ZNF722P
ENSG00000241186.10,TDGF1
ENSG00000241224.8,C3orf85
ENSG00000241233.4,KRTAP5-8
ENSG00000241241.1,KRTAP4-16
ENSG00000241258.7,CRCP
ENSG00000241322.11,CDRT1
ENSG00000241343.10,RPL36A
ENSG00000241360.2,PDXP
ENSG00000241370.6,RPP21
ENSG00000241399.7,CD302
ENSG00000241404.7,EGFL8
ENSG00000241468.8,ATP5MF
ENSG00000241476.8,SSX2
ENSG00000241484.10,ARHGAP8
ENSG00000241489.8,AC244197.3
ENSG00000241553.12,ARPC4
ENSG00000241563.4,CORT
ENSG00000241595.2,KRTAP9-4
ENSG00000241598.5,KRTAP5-4
ENSG00000241635.8,UGT1A1
ENSG00000241644.2,INMT
ENSG00000241685.10,ARPC1A
ENSG00000241690.3,AL035460.1
ENSG00000241697.5,TMEFF1
ENSG00000241794.2,SPRR2A
ENSG00000241837.7,ATP5PO
ENSG00000241839.10,PLEKHO2
ENSG00000241852.10,C8orf58
ENSG00000241878.11,PISD
ENSG00000241935.9,HOGA1
ENSG00000241945.8,PWP2
ENSG00000241962.9,AC079447.1
ENSG00000241973.11,PI4KA
ENSG00000242019.1,KIR3DL3
ENSG00000242028.8,HYPK
ENSG00000242110.8,AMACR
ENSG00000242114.6,MTFP1
ENSG00000242120.4,MDFIC2
ENSG00000242173.10,ARHGDIG
ENSG00000242220.9,TCP10L
ENSG00000242221.9,PSG2
ENSG00000242247.11,ARFGAP3
ENSG00000242252.2,BGLAP
ENSG00000242259.9,C22orf39
ENSG00000242265.6,PEG10
ENSG00000242362.2,CT47A2
ENSG00000242366.3,UGT1A8
ENSG00000242372.9,EIF6
ENSG00000242389.8,RBMY1E
ENSG00000242419.5,PCDHGC4
ENSG00000242441.8,GTF2A1L
ENSG00000242485.6,MRPL20
ENSG00000242498.8,ARPIN
ENSG00000242515.5,UGT1A10
ENSG00000242550.6,SERPINB10
ENSG00000242574.9,HLA-DMB
ENSG00000242612.7,DECR2
ENSG00000242616.4,GNG10
ENSG00000242689.3,CNTF
ENSG00000242715.8,CCDC169
ENSG00000242732.4,RTL5
ENSG00000242802.9,AP5Z1
ENSG00000242852.7,ZNF709
ENSG00000242866.10,STRC
ENSG00000242875.6,RBMY1B
ENSG00000242950.7,ERVW-1
ENSG00000243056.2,EIF4EBP3
ENSG00000243073.4,PRAMEF4
ENSG00000243130.8,PSG11
ENSG00000243135.6,UGT1A3
ENSG00000243137.8,PSG4
ENSG00000243147.8,MRPL33
ENSG00000243156.9,MICAL3
ENSG00000243207.6,PPAN-P2RY11
ENSG00000243232.6,PCDHAC2
ENSG00000243244.7,STON1
ENSG00000243279.4,PRAF2
ENSG00000243284.1,VSIG8
ENSG00000243317.8,STMP1
ENSG00000243335.10,KCTD7
ENSG00000243364.8,EFNA4
ENSG00000243414.6,TICAM2
ENSG00000243449.6,C4orf48
ENSG00000243477.6,NAA80
ENSG00000243480.7,AMY2A
ENSG00000243489.4,KRTAP10-11
ENSG00000243501.5,AL365232.1
ENSG00000243509.6,TNFRSF6B
ENSG00000243543.9,WFDC6
ENSG00000243566.7,UPK3B
ENSG00000243627.5,SMIM34A
ENSG00000243646.10,IL10RB
ENSG00000243649.9,CFB
ENSG00000243660.11,ZNF487
ENSG00000243667.7,WDR92
ENSG00000243678.12,NME2
ENSG00000243696.5,AC006254.1
ENSG00000243708.10,PLA2G4B
ENSG00000243709.1,LEFTY1
ENSG00000243710.8,CFAP57
ENSG00000243716.10,NPIPB5
ENSG00000243725.7,TTC4
ENSG00000243729.4,OR5V1
ENSG00000243749.1,TMEM35B
ENSG00000243772.8,KIR2DL3
ENSG00000243789.11,JMJD7
ENSG00000243811.11,APOBEC3D
ENSG00000243896.4,OR2A7
ENSG00000243910.8,TUBA4B
ENSG00000243927.6,MRPS6
ENSG00000243943.10,ZNF512
ENSG00000243955.6,GSTA1
ENSG00000243978.8,RTL9
ENSG00000243989.9,ACY1
ENSG00000244005.13,NFS1
ENSG00000244020.3,MT1HL1
ENSG00000244025.5,KRTAP19-3
ENSG00000244038.11,DDOST
ENSG00000244045.13,TMEM199
ENSG00000244057.4,LCE3C
ENSG00000244067.3,GSTA2
ENSG00000244094.2,SPRR2F
ENSG00000244115.1,DNAJC25-GNG10
ENSG00000244122.2,UGT1A7
ENSG00000244165.2,P2RY11
ENSG00000244187.8,TMEM141
ENSG00000244219.7,TMEM225B
ENSG00000244234.3,GMCL2
ENSG00000244242.2,IFITM10
ENSG00000244255.5,AL645922.1
ENSG00000244274.8,DBNDD2
ENSG00000244355.7,LY6G6D
ENSG00000244362.3,KRTAP19-7
ENSG00000244395.6,RBMY1D
ENSG00000244405.8,ETV5
ENSG00000244411.4,KRTAP5-7
ENSG00000244414.7,CFHR1
ENSG00000244462.8,RBM12
ENSG00000244474.6,UGT1A4
ENSG00000244476.3,ERVFRD-1
ENSG00000244482.10,LILRA6
ENSG00000244486.9,SCARF2
ENSG00000244509.4,APOBEC3C
ENSG00000244537.3,KRTAP4-2
ENSG00000244588.5,RAD21L1
ENSG00000244607.7,CCDC13
ENSG00000244617.2,ASPRV1
ENSG00000244623.1,OR2AE1
ENSG00000244624.3,KRTAP20-1
ENSG00000244687.12,UBE2V1
ENSG00000244693.1,CTAGE8
ENSG00000244694.7,PTCHD4
ENSG00000244731.8,C4A
ENSG00000244734.4,HBB
ENSG00000244752.3,CRYBB2
ENSG00000244754.9,N4BP2L2
ENSG00000245680.11,ZNF585B
ENSG00000245848.3,CEBPA
ENSG00000246705.4,H2AJ
ENSG00000246922.9,UBAP1L
ENSG00000247077.7,PGAM5
ENSG00000247315.4,ZCCHC3
ENSG00000247595.4,SPTY2D1OS
ENSG00000247596.10,TWF2
ENSG00000247626.5,MARS2
ENSG00000247746.4,USP51
ENSG00000248098.12,BCKDHA
ENSG00000248099.4,INSL3
ENSG00000248109.3,MARCOL
ENSG00000248144.6,ADH1C
ENSG00000248167.7,TRIM39-RPP21
ENSG00000248235.6,AC037459.1
ENSG00000248329.6,APELA
ENSG00000248333.9,CDK11B
ENSG00000248383.5,PCDHAC1
ENSG00000248385.8,TARM1
ENSG00000248405.10,PRR5-ARHGAP8
ENSG00000248483.7,POU5F2
ENSG00000248485.2,PCP4L1
ENSG00000248487.9,ABHD14A
ENSG00000248592.7,STIMATE-MUSTN1
ENSG00000248643.5,RBM14-RBM4
ENSG00000248672.5,LY75-CD302
ENSG00000248710.1,AC079594.1
ENSG00000248712.7,CCDC153
ENSG00000248713.1,C4orf54
ENSG00000248746.6,ACTN3
ENSG00000248751.6,AC004997.1
ENSG00000248767.2,FOXL3
ENSG00000248771.5,SMIM31
ENSG00000248871.1,TNFSF12-TNFSF13
ENSG00000248905.10,FMN1
ENSG00000248919.7,ATP5MF-PTCD1
ENSG00000248920.3,USP17L19
ENSG00000248933.3,USP17L22
ENSG00000248993.1,AL645941.2
ENSG00000249104.3,USP17L17
ENSG00000249115.9,HAUS5
ENSG00000249139.2,EPPIN-WFDC6
ENSG00000249141.1,AL159163.1
ENSG00000249156.2,TAF11L12
ENSG00000249158.7,PCDHA11
ENSG00000249209.2,AP000311.1
ENSG00000249222.1,ATP5MGL
ENSG00000249240.2,AC069368.1
ENSG00000249242.8,TMEM150C
ENSG00000249319.2,AC068533.4
ENSG00000249437.8,NAIP
ENSG00000249471.8,ZNF324B
ENSG00000249481.7,SPATS1
ENSG00000249581.2,CLRN2
ENSG00000249590.7,AC004832.3
ENSG00000249624.9,AP000295.1
ENSG00000249662.6,LINC02218
ENSG00000249693.3,THEGL
ENSG00000249709.8,ZNF564
ENSG00000249715.12,FER1L5
ENSG00000249751.4,ECSCR
ENSG00000249773.3,AC092647.5
ENSG00000249811.3,USP17L21
ENSG00000249853.8,HS3ST5
ENSG00000249860.4,MTRNR2L5
ENSG00000249861.4,LGALS16
ENSG00000249884.8,RNF103-CHMP3
ENSG00000249915.8,PDCD6
ENSG00000249931.4,GOLGA8K
ENSG00000249961.10,TERB1
ENSG00000249967.1,AL355315.1
ENSG00000249992.2,TMEM158
ENSG00000250021.7,ARPIN-AP3S2
ENSG00000250067.12,YJEFN3
ENSG00000250120.8,PCDHA10
ENSG00000250151.9,ARPC4-TTLL3
ENSG00000250254.2,PTTG2
ENSG00000250264.1,AL669918.1
ENSG00000250298.6,GIMD1
ENSG00000250305.9,TRMT9B
ENSG00000250312.8,ZNF718
ENSG00000250317.8,SMIM20
ENSG00000250349.3,AF241726.1
ENSG00000250361.9,GYPB
ENSG00000250366.3,TUNAR
ENSG00000250374.4,TRIM75P
ENSG00000250423.2,KIAA1210
ENSG00000250424.4,AC004691.2
ENSG00000250479.9,CHCHD10
ENSG00000250506.8,CDK3
ENSG00000250510.8,GPR162
ENSG00000250565.7,ATP6V1E2
ENSG00000250571.7,GLI4
ENSG00000250641.1,LY6G6F-LY6G6D
ENSG00000250644.3,AC068580.4
ENSG00000250673.2,REELD1
ENSG00000250709.1,CCDC169-SOHLH2
ENSG00000250719.2,P3R3URF
ENSG00000250722.6,SELENOP
ENSG00000250741.6,NT5C1B-RDH14
ENSG00000250745.3,USP17L20
ENSG00000250782.1,TAF11L14
ENSG00000250799.11,PRODH2
ENSG00000250803.6,AC010255.2
ENSG00000250821.3,EXOC1L
ENSG00000250844.3,USP17L18
ENSG00000250913.2,USP17L23
ENSG00000251012.2,AC083800.1
ENSG00000251154.2,AC002456.2
ENSG00000251184.1,AL672142.1
ENSG00000251192.7,ZNF674
ENSG00000251201.8,TMED7-TICAM2
ENSG00000251246.1,AL691442.1
ENSG00000251247.11,ZNF345
ENSG00000251258.2,RFPL4B
ENSG00000251287.8,ALG1L2
ENSG00000251322.9,SHANK3
ENSG00000251349.3,MSANTD3-TMEFF1
ENSG00000251357.4,AP000350.4
ENSG00000251369.9,ZNF550
ENSG00000251380.3,DCANP1
ENSG00000251493.5,FOXD1
ENSG00000251503.8,CENPS-CORT
ENSG00000251537.4,AC005324.2
ENSG00000251569.1,AC093899.2
ENSG00000251655.6,PRB1
ENSG00000251664.5,PCDHA12
ENSG00000251692.8,PTX4
ENSG00000253117.5,OC90
ENSG00000253148.1,RGS21
ENSG00000253159.3,PCDHGA12
ENSG00000253250.3,C8orf88
ENSG00000253251.3,SHLD3
ENSG00000253276.4,CCDC71L
ENSG00000253293.5,HOXA10
ENSG00000253304.2,TMEM200B
ENSG00000253305.2,PCDHGB6
ENSG00000253309.6,SERPINE3
ENSG00000253313.6,C1orf210
ENSG00000253352.10,TUG1
ENSG00000253368.4,TRNP1
ENSG00000253457.3,SMIM18
ENSG00000253485.2,PCDHGA5
ENSG00000253506.3,NACA2
ENSG00000253537.3,PCDHGA7
ENSG00000253548.1,PYDC2
ENSG00000253598.3,SLC10A5
ENSG00000253626.3,EIF5AL1
